TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
02-05-2024,32.1,68,0,1,47.11
03-05-2024,30.3,76,0,1,47.89
04-05-2024,30.6,69,11,1,41.46
05-05-2024,31.8,65,0,1,56.27
06-05-2024,31.9,60,0,1,53.47
07-05-2024,32.2,60,0,1,68.09
08-05-2024,31.8,64,0,1,70.27
09-05-2024,30.9,68,0,2,59.65
10-05-2024,32.3,64,-,2,66.28
11-05-2024,29.6,77,-,1,54.11
12-05-2024,30.3,72,13.5,2,46.32
13-05-2024,30.6,69,0,2,40.47
14-05-2024,29.5,78,8888,1,43.08
15-05-2024,32.7,59,-,1,50.28
16-05-2024,31.5,66,-,1,61.15
17-05-2024,30.7,67,0,2,52.18
18-05-2024,31.5,63,58.2,1,58.98
19-05-2024,30.4,72,0,1,48.35
20-05-2024,31.3,66,15.2,1,65.55
21-05-2024,31.6,64,0,1,63
22-05-2024,30.8,69,0,1,73.84
23-05-2024,30.2,74,0,1,69.9
24-05-2024,30.3,73,8888,1,75.83
25-05-2024,27.8,84,10.9,1,18.39
26-05-2024,30.5,71,6.7,1,
27-05-2024,31.9,64,-,1,67.26
28-05-2024,31.9,67,0.4,1,68.3
29-05-2024,32.2,64,3.5,2,69.54
30-05-2024,32.2,64,1.2,2,49.55
31-05-2024,32.6,63,-,1,74.23
01-06-2024,30.5,72,-,1,99.28
02-06-2024,30.9,69,4.8,1,68.59
03-06-2024,29,84,18,2,40.9
04-06-2024,29.2,78,5.6,2,58.86
05-06-2024,31.9,66,5.6,1,58.25
06-06-2024,32.1,57,-,1,39.22
07-06-2024,31.8,63,0,1,64.91
08-06-2024,31,63,0,1,74.43
09-06-2024,28.8,77,0,1,65.72
10-06-2024,30.5,72,32.5,2,59.21
11-06-2024,28,83,0,1,51.39
12-06-2024,29.2,79,38.5,1,51.38
13-06-2024,29.9,71,12.4,1,29.85
14-06-2024,30.4,73,-,1,47.54
15-06-2024,30.6,74,1.4,1,33.04
16-06-2024,29.5,78,24.5,1,38.79
17-06-2024,30.4,72,1,1,51.61
18-06-2024,29.6,77,-,1,77.4
19-06-2024,31.3,64,3.5,1,64.13
20-06-2024,31.4,54,-,2,48.81
21-06-2024,31.6,60,-,1,75.09
22-06-2024,31,63,0,0,79.81
23-06-2024,31.5,53,0,2,74.59
24-06-2024,31.4,62,-,1,
25-06-2024,28.8,75,0,2,48.34
26-06-2024,31.7,62,8888,3,45.9
27-06-2024,30,72,-,2,51.85
28-06-2024,29.5,75,1.7,1,47.39
